0: 2023,2027
656: 1391,1702,65,1116,1567,1664,1828
657: 1059,1819,1968,1291,730,1433
658: 1955,1423,1970,1927,461,237
659: 1414,1910,631,1855,684,383
660: 934,1019,20,1714,530,773,166,1321,241,700
661: 1160,1123,1005,532,1873,1865
662: 1187,1676,958,1781,1449,26,1634
663: 1727,1627,1692,518,1105,1412,1762,1163,1555
664: 521,1438,995,1620
665: 306,1884,1800,610,1110,1981,1175,583,1946
666: 799,246,1469,1637,1869,2015,1622
667: 567,51,735,1608,1594,940
668: 1467,217,761,840,220,905,1346,488
669: 1268,393,571,1453,1221
2018: 200,1192,196,1363,149,1741,1545,645,1469,345,114
671: 629,1432,570,1868,1471,247,1708
672: 1484,232,44,1567,1825,1664
673: 292,1521,17,1191,857,1119,1831,781
674: 609,1426,737,308,416,1721,1504
1941: 1302,328,772,263,1953,1082,1273
676: 1716,1223,1513,1877,1548,1313,1272
677: 1231,357,1525,701,1493,90,1519,1921,736,229
678: 914,1803,634,1484,232,1702,248
679: 322,470,1738,652,1099,1658,1505,1015
680: 174,1215,305,1875,358,879,1208
681: 1067,1604,1683,1066
682: 547,770,1875,952,575,1761,1654,1641,1208
683: 924,1202,1087,937,502,1452,986
684: 659,1910,631,266,1477,321,1859,785
685: 1211,1107,1571,230,263,1953,1979
686: 1059,92,1968,1902,750,41,578
687: 647,1703,34,1734,377,1051,18,500,1988
688: 1856,38,533,1580,168,12,1794,1569,713
689: 387,925,1908
690: 1779,1357,194,223,488,150,1648,1746
691: 74,739,1915,1700,1157,1985
692: 837,1068,828,1285,1640,943,233,1562,1097,1393
693: 1964,994,152,175,332,1773,307,549
694: 193,1324,1736,1766,825,1424,1150,137,100,1731
695: 437,1453,1221,808,56,1960,401
696: 147,1667,649,26,1449,1156,302
697: 162,339,1403
698: 1175,1568,1423,1923,788,610,1754
699: 1621,804,623,133,1780
700: 1550,269,636,660,530,773,166,1321
701: 677,1231,357,1519,1750,374,1921,736,1756,895,229
702: 1506,1818,765,1500,1174,1757,1700
703: 157,961,1820,1032,1539,827,371
704: 1276,1300,590,1126,315,1490,715
705: 109,1972,1250,836,1520,291,741
706: 946,619,364,810,998,1306,1759
707: 738,325,236,1737,556,138
708: 281,1558,1236,1028,1844,1834,901
709: 389,108,119,733,253,1416
710: 1328,1312,1732,95,1669,1185,767
711: 1699,1247,1178,1721,848,832,91
712: 1089,1310,1488,244,338,1093,615,2
713: 1227,1460,1153,1569,38,688,1662,218
714: 1944,1072,1365,837,1068,1514,1937,87
715: 1490,1904,1152,1802,1276,1300,704
716: 1026,1790,1261,1212,64,1609,800,1561,1810
717: 1041,444,975,923,1675,1887
718: 143,1600,39,984,960,1090
719: 1820,186,1032,1118,1930,1033,141,876
720: 1422,783,517,424,1610,1602,116,1048
721: 1948,855,820,511,1165,546,359
722: 628,956,751,1690,940,51,172
723: 1141,151,1030,1297,35,97
724: 11,1524,379,1417,1065,1822,801,1668,885
725: 1439,84,94,213,1329,1892,1092
726: 1668,885,932,1182,305,406,288,1197,2012,1584
727: 107,935,1378,784,455,348
728: 1621,1611,804,81,1768,881
729: 929,1907,1382,145,1750,374,1659
730: 1291,909,1532,657,1458,1433
731: 773,166,1321,1916,636,1783,579,541
732: 1295,1316,526,359
733: 101,1954,768,389,2017,709,253,625
734: 130,826,548,1135,1615,1627,1117,1166
735: 1230,428,465,587,340,567,667,1594
736: 1519,1750,374,1921,1493,1017,90,198,677,1231,701
737: 1426,674,363,416,2009,875
738: 707,325,236,912,556,1332,1566
739: 805,74,1050,691,1228,1174,1700
740: 91,1296,1247,1861,1929,974
741: 291,450,1250,705,802,1359,1886
742: 347,1384,635,942,1486,1061,154
743: 1169,798,868,1334,1226,613,1136
744: 1102,1394,566,203,1840,1728,907
745: 1550,267,269,1628,1441,522,492
746: 1444,1557,1713,1364,1090,140,602
747: 1035,1377,1016,1354,2009,48,260,499,790
748: 310,1232,966,817,494,564,126
749: 476,823,1906,623,951,1386,752,1596,1510
750: 614,561,686,1968,578,320
751: 956,722,1918,1690,1098,281,1558
752: 1777,763,1780,1596,1906,623,749
753: 256,1507,1528,1896,1770,819
754: 170,796,1341,1127,1218,1824
755: 1814,1193,869,586,1922,396,1244,1525,207,617,949
756: 228,1688,1071,1696,406,1197,954,947,1584
757: 439,1348,959,1880,1643,1665
758: 1201,612,845,1554,1258,333,407,1242
759: 67,1111,169,792,1402,995,902
760: 318,476,510,1965,1386,851
761: 668,1775,1467,217,900,905
1869: 378,1342,2015,1482,1622,666,1475
763: 1777,752,1780,1737,138,1872
764: 80,1087,969,1039,878,938,502
765: 479,853,1500,702,250,1502,1757
1954: 101,733,768,1995,1870,1846,253,625,410
767: 417,1273,1185,710,1312,906
768: 101,1954,733,1995,1008,1846,389
769: 153,998,1496,185,1964,549,404,1753,946,810
770: 547,110,1875,952,682,879,497
771: 1205,1319,1037,974,822,1296,1014,887,877,78,1161
772: 125,254,1185,1571,263,1273,1941
773: 731,166,1321,1916,660,269,636,700
774: 816,1547,317,338,1417,1089,188
775: 1806,43,63
776: 894,1931,1706
777: 315,1052,1838,1490,1152,199,531
778: 922,1859,908,1347,326,1840,1102,566
779: 1322,585,104,1680,2021,1749,539
780: 1340,1646,473,131,380,1472
781: 920,1119,1831,68,1893,527,673,200,1363
782: 1719,815,906,2005,1830,278,1798
783: 1422,136,720,517,1602,82,2006
784: 1442,1378,348,727,935
785: 922,1859,1367,1910,684,1477,321
786: 542,2016,1707,1012,1694,1079
787: 72,1128,1237,1428
788: 1477,1923,1367,698,1568,1754
789: 903,120,1739,1489,1146,1257,1639,1325
790: 260,499,1339,264,2009,48,747
791: 1543,235,1697,1365,1540,87,1685,1678,1022
792: 1385,158,1100,1111,759,256,902
793: 57,414,1206,1462,49
794: 1132,1241,1970,1927,30,812
795: 1894,2016,1012,259,408
796: 170,754,1722,1341,1920,1797
797: 1008,167,621,236,912,460,866,1298,1413
798: 1279,1169,743,808,56,1226,613,1136
799: 1054,1545,666,246,1974,1190,1245,1637
800: 165,1021,1293,1609,716,1561,1476,1810
801: 1641,1182,1043,1654,724,1822,885
802: 175,1359,1886,741,1250,332,834
803: 1783,884,579,1551,1934,1819,1572,1044
804: 1621,1611,699,728,425,133
805: 74,739,1050,1038,216,1616,1380,1368
806: 1474,1134,1534,1672,958,1449,147
1855: 1414,659,1456,435
808: 1279,798,56,613,596,437,695
809: 1288,910,1382,145,1157,1985,1017
810: 946,706,998,769,85,404,626,1306
811: 182,262,639,889,1632,1246,508,1013
812: 1693,1879,1892,794,1970,30,213
813: 991,1733,1114,273,452,1883
814: 1837,642,1194,1108
815: 525,782,1719,279,278,545,343
816: 774,1547,317,1417,1065,284,1724
817: 748,1232,966,111,494,564,1410,126
818: 1338,33,633,1515,626,1747,1468,1219,1517
819: 337,1896,753,1286
820: 1948,855,2004,721,511,1165,13,359
821: 1751,18,1415,1745,1881,1988,1474,896,1387,453
822: 1205,771,1319,1037,1292,1014,648,887,877,1161
823: 476,150,749,194,1596,1330,1510,1624,1648
824: 1106,1652,551,979,1154,353,1042
825: 1324,1736,1766,694,1345,100,1448,1716,1223,1548
826: 130,734,1116,548,1166,1567,128,1828
827: 441,1890,371,703,961,1427,534,1792
828: 837,692,1068,1640,1562,1018,355,1235,1937
829: 581,1302,535,1211,1953,303,1160,1005
830: 1581,299,427,1398,430,1814
831: 277,927,916,1442,1378,348
832: 1292,1989,1504,1721,848,711,609,91
833: 1618,620,265,968,1655,1373,1729,1974
834: 332,1408,897,1972,1397,1250,802,1437
1899: 382,1665,654,346,959
836: 109,705,306,316,583,1520,291
837: 692,1068,828,1235,1072,714,1937,87
838: 960,641,529,1748,1020,1459
839: 54,1653,171,1763,1591,257,176
840: 668,1467,217,1233,1965,451,318,223,488
841: 1999,1698,480,1918,1028,438
842: 1361,86,372,1234,183,1027,107
843: 1878,1876,24,1410,977,111,212
2023: 2027,0
845: 1554,1049,1001,1201,612,1010,553,758
846: 131,1592,380,1129,434,1256,2003,1317,1930
847: 545,343,1366,1222,1406,1499,1891,102,1858
848: 852,1721,633,1699,711,1178,832
849: 1839,945,462,1804,1785
850: 330,1704,418,257,537,1214,595,1649
851: 1906,951,1386,59,576,510,760
852: 1721,848,1517,633,308,1219
853: 479,1374,765,1888,137,528,250,98
854: 1952,430,1847,1791,1958,1546,214
855: 1948,2004,820,721,511,189,13,925,275,1243,1425,1200
856: 1356,1124,1951,327,1430,1977,1565,996,1289,1857
857: 1191,122,673,17,200,1192,196,1831,68
858: 608,498,1971,1108
859: 315,1933,1838,1471,239,590,570
860: 1257,1183,1002,915,292,1521,17
861: 298,1841,554,1407,891,311
862: 1849,1337,336,1522,1653,567,1251
863: 210,493,1823,640,395,1309,1936
1892: 1693,1879,812,1110,94,213,725,1092,1800
1971: 581,616,1123,608,858
866: 1063,1088,460,236,797,1008,167,621,355,1995
1896: 42,337,1770,1409,819,1305,1528,753
868: 1458,1334,1226,1136,743
869: 1814,755,586,1922,427,1966,396,1244,1368,90,1525,207
870: 1494,226,1326,1394,907,139,1523
871: 1307,1298,1413,1976,1034,519,2017,1195
1906: 623,951,1386,851,476,749,752,1596
873: 112,351,931,1446,255,1631,1188,385
1973: 429,76,632,1224,598,916
875: 589,264,2009,1587,505,363,737
876: 141,562,1118,719,1033,2019,1271,195
877: 1638,464,78,1161,771,1319,822,543,887,1541,497
878: 277,598,927,1039,764,938,502,348
879: 358,1579,497,770,1875,1208,1215,680
880: 1070,243,1744,118,218,1227,103
881: 81,1523,96,310,1611,728
2008: 349,1114,191,55,334,1070,452
2025: 3
884: 803,1783,1842,1463,92,1572,1044
885: 726,1668,932,1182,801,724,1065
886: 1045,1204,1277,1874,199
887: 1323,543,1014,648,771,822,877,464,1161
888: 1062,402,643,1120,1638,1898,1541,358,1579
889: 1585,1900,811,182,639,1689,341,1013
1970: 1955,1423,1927,658,794,1879,812
891: 1687,472,558,311,950,1407,298,861,606,603
1972: 109,1397,1250,705,834
893: 1570,1867,1576,1808,1531,1978
894: 293,1931,776,1019,1101,1706
895: 61,1756,1519,374,1921,1231,701,1446,229
896: 286,1387,453,1895,821,1881,1588,1420
897: 1408,834,1773,1285,1437,507,1184,607,1155
898: 59,992,24,1410,1249,510,1885
1976: 650,582,1872,917,1479,871,1307,1413,519
900: 1480,1961,206,1775,761,905
901: 239,590,1126,708,1236,1834,1058
902: 256,1507,759,792,521,1438,995
903: 789,120,1739,397,260,499,533,1580
904: 505,1759,282,364,240,433,996,1587
905: 28,220,1537,900,206,405,668,761
906: 1903,1312,417,767,782,1719,443,2005
907: 1728,1464,1394,744,870,1523
908: 922,778,1347,326,566
909: 1532,730,1458
910: 1288,809,1382,1360,1997,1411,1331,1252,1009,1907
1868: 1471,1834,1254,2013,1708,671,570
912: 738,325,236,917,797,167,621,1413
1975: 520,1612,1177,1486,154,957,1096
914: 1803,634,678,248
915: 292,1521,17,1002,860,1183,1827,1191
916: 277,598,831,1973,632
917: 582,1976,325,912,1307,1413
918: 248,1391,1702
919: 1456,375,382,1549,204
920: 1119,781,1893,527,11,1524,379
921: 1106,1652,551,470,652,1099,1154,93,1717
922: 1859,778,1367,908,785,1347,326,1477,566
923: 181,1481,1675,717,444
924: 1591,1202,1320,683,986,1159
925: 13,387,689,1908,189,1425,855
926: 1040,1996,1813,159,1960
927: 277,878,831,1378,455,938,348
928: 1381,365,1249,1583,1939,1133,1885
929: 729,1907,1021,1009,1476,1570,1659
930: 66,216,1616,1710,1726,323,299,427
931: 112,873,351,1623,593,385,557
932: 726,1668,885,1065,406,1197,284,1584,1688
933: 989,1473,1808,1026,1212,1284,34
934: 660,1019,166,241
935: 727,1027,107,27,784
1859: 922,778,785,1414,1910,684,1840
937: 455,938,502,1452,348,1202,683
938: 937,455,502,348,277,878,927,764
939: 1402,1438,995,1620,47,67,72,1128,1862
940: 628,722,667,51,1608,172,967
941: 1725,1407,1470,1520,134,109,1397,1841
942: 742,635,350,1909,146,1177,1486,456,1061
943: 1640,603,233,1562,1333,950,1285,1928,1018,692
1882: 1809,1362,270,1138,1979,125,295
945: 1839,849,462,630,1499,1852,560
946: 706,619,810,524,153,998,769,19,282,482
947: 284,1724,1584,413,228,756,1688,390,599
948: 207,617,357,215,112,351,309
949: 1270,1945,755,1193,1145,360,207,309
950: 891,472,298,1889,943,603,1333
951: 1906,623,133,1386,851,576,749
952: 547,770,110,682,1461,1121,543,497
953: 1325,575,1761,1183,1639,1455
954: 406,288,1197,1187,1676,756,1071,1696
955: 141,562,1636,588,1890,501,506
956: 628,751,722,1918,480,1558
957: 1238,154,415,1096,520,1975,270,314
958: 1187,1676,662,1449,550,1534,806,288
959: 439,1348,757,1643,1899,1665,654
960: 641,838,1090,143,718,1170,529
961: 49,703,157,1427,534,827,371
1996: 1040,926,1813,972,1863,1196,1151,159,2006
963: 587,340,1705,1210,77,1230
1873: 1865,532,65,661
965: 642,1222,1990,1891
966: 310,748,1232,817,117,1611,425
967: 1691,172,1538,1608,1491,483,940
968: 833,265,1655,1373,991,1054,1974,285
969: 764,80,1039,1462,49,1427
970: 1723,1420,1025,342,1318,1982,106,456
1993: 1663,1304,1716,1861,1929,1823,1673
972: 1817,1863,1196,136,1996,2006
1965: 510,1885,1233,451,217,840,318,760
974: 1205,771,1037,740,1296,1861,268,976
975: 717,1041,444,1805,164,132
976: 268,1936,496,1861,1823,640,1205,1319,974
977: 1878,843,1876,1348,1880,62,212
978: 1019,1706,300,241,1375
979: 1154,538,1274,1530,353,551,824,1042
980: 1917,481,1173,1729
981: 1310,1488,1192,1363,68,1893,645,1469,345,1475
982: 605,335,531,1052,40,32
983: 489,459,1140,627,1131,1787,1825
984: 1103,1074,1600,718,1444,1364,1090
985: 1964,994,399,152,192,655,1104
986: 574,491,1159,1087,924,683
987: 1848,2,188,1597,1969,1992,515,319,1774
1936: 268,976,496,640,863,493,1419
989: 933,1473,1808,342,1284,1531,403
990: 1167,434,1047,1472,1301,1243,473,380
991: 813,1741,1733,1655,968,285
992: 898,59,117,576,24,1410,1232,1885
993: 1619,224,1674,1516,1166,1135,1835,1117,548
994: 693,1964,985,399,152,175,192,655,549,185
995: 521,1402,939,1438,67,759,902,664
996: 240,1565,433,245,1977,1124,1951,327,856,904
997: 400,1176,129,541
998: 153,769,524,404,946,706,619,810
999: 187,501,506,1601,142,99,1023,1829
1000: 283,1980,1274,344,1530
1001: 1053,1396,201,845,1049,1189,553
1002: 1227,1460,1153,860,1257,1183,1827,1191,915,1521
1003: 1228,1174,1220,1850,490,1614,1601,1506
1004: 25,536,440,477,1542,105,1533
1005: 661,1160,1211,532,303,829
1006: 1982,106,1680,1434,1322,1589,1947
1007: 1245,1637,1807,2015,1573
1008: 797,167,621,460,866,1298,355,101,768,1995
1009: 165,1021,1331,910,1382,929,1907
1010: 1201,612,655,553,1104,1396,242,1371,845
1011: 468,1603,504,158,1100,1209
1012: 542,786,2016,259,79,795,408
1013: 1843,1632,1246,889,811,262,1689,341
1014: 426,648,1292,1989,1296,771,1037,822,887
1015: 1171,1658,1833,484,322,679
1016: 1035,580,1377,16,1354,747,48,499,1489
1017: 1985,1493,1380,809,1382,145,198,1750,736
1018: 1063,1088,1928,1640,943,1562,828,355,1235
1019: 660,934,20,1101,978,1706,894,241
1020: 53,641,838,1459,1980
1021: 165,800,1009,929,1907,1561,1476
1022: 1699,1178,1543,791,1697,1685,1304
1023: 1710,1829,1726,423,999,1601,1220
1024: 1752,1544,1821,261,1983,555,1057
1025: 1723,970,1473,342,403,135,1318,456
1026: 716,1790,1261,1212,592,377,1703,34,933
1027: 107,935,27,842,86,1234
1028: 438,1844,841,1698,1918,708,281,1558
1029: 283,1459,1980,1748,1605,1852,60
1030: 723,1141,151,1617,97,1553,1764,391,409
1918: 956,751,1999,841,480,1028,1558
1032: 1820,186,719,1539,1047,703
1033: 1431,2019,1271,195,1118,1940,719,141,562,876
1034: 35,97,519,1574,871,1307,1195,1764
1035: 580,1016,16,747,609,1426,48
1036: 486,271,1314,1743,365
1037: 1205,771,974,822,1292,91,1296,1014,1161
1038: 805,74,66,216,1985,1493,1380,1966,1368,198
1039: 1224,1462,598,878,764,969
1040: 926,1996,1813,1196,320,1279,1169,1151
1041: 717,975,1805,294,1887,1559
1042: 1671,979,559,353,1106,824
1043: 1455,1085,1654,1761,801,1822
1044: 1144,1902,803,1783,884,1842,1577,1463,1059,92,1572
1045: 1351,1204,886
1046: 2021,1749,1390,1387,104,2000,1667,649
1047: 1167,434,1256,990,1301,414,1930,186,1032,1539
1048: 116,517,1457,424,720
1049: 1670,845,1554,1189,1001,448,553
1050: 805,74,739,1228,1726,423,216,1616
1051: 18,1415,1745,436,1734,1109,647,687,1988
1052: 1933,1838,777,1432,32,982,531
1053: 1396,201,1077,1559,1001,1805,1189
1054: 1545,799,246,1974,1190,285,968
1966: 396,1244,1368,90,198,1038,66,1493,869,1525
1886: 802,1359,192,1962,741,450,280,52
1057: 1762,1163,1835,1269,1024,1544,1821
1058: 463,1300,1236,1542,25,440,901,1126
1059: 657,1819,92,1572,686,1968,1291,1044
1060: 529,1748,1605,190,1712,1170,2014,1527,1179
1061: 1434,456,350,742,635,942
1062: 402,888,643,1120,358,1751,1534,1871,1672
1063: 1088,460,1928,1018,866,1593,606,1889,1566,1640,603
1064: 1962,1684,294,1789,1887,1535,45,450
1065: 11,379,1417,724,1668,885,932,816,284,1724
1066: 70,475,1172,1067,681,1683
1067: 681,164,132,1066,475
1068: 837,692,828,1562,1393,1514,1072,714
1069: 1393,1155,1582,1512,1294,1514
1070: 273,452,1744,880,118,349,2008
1071: 228,756,1688,1718,1696,954,1634,1240,1358,1720,354
1072: 1944,714,1365,1393,837,1068,15,1514
1073: 9,1428,408,88,2016,1237
1074: 161,1103,984,1390,585,1600
1075: 1258,1429,333,369,1441,487
1888: 1150,1416,137,119,479,604,1374,853,528
1077: 1053,201,1559,132,1805,70,475
1078: 1527,279,1213,1605,525,1765,1454
1079: 319,478,1694,1848,786,1707
1080: 1714,1400,1905,509,1670,1429,163
1081: 1388,1746,1755,1330,1796,179,252
1082: 417,1273,1941,1302,328,1198,443,1998
1907: 729,929,910,1382,145,1021,1009
1084: 1479,1777,1796,1624,650,582,1872
1085: 1043,1455,292,1119,1524,1822
2004: 1948,855,820,275,1243,1167,1784
1087: 764,80,502,574,986,683
1088: 1063,460,1928,1018,866,1640,355,1995
1089: 1310,712,527,774,317,338
1090: 960,641,984,718,1713,1364,746,53
1091: 653,1145,394,1935,1398,1952,1847,1698,1436
1092: 1884,1630,1800,1693,1892,1439,725
1093: 1788,615,79,712,244,378,1482
1998: 608,498,1082,616,328,1198,1447
1095: 2020,1633,431,1283,1353,95,600,1328
1096: 1238,154,957,520,1975,1752,1809,1362,270
1097: 1393,1155,1285,507,233,692
1098: 281,1558,1542,751,1690,577,536
1099: 322,470,1738,652,679,1154,1717,921
1100: 1385,792,158,468,1011,1815,1111,156
1101: 1019,20,1706,293,894,495,1400
1102: 1394,566,744,203,1840,778
1103: 161,984,1769,1074,1225,1600,1444,1364
1104: 1010,655,242,1371,192,985
1105: 40,1711,1412,629,1269,1692,148,69,518,1163,663,1727
1106: 1652,551,824,921,1042
1107: 1211,230,685,1516,548,128
1108: 1194,858,498,814
1109: 436,1734,1898,296,643,1120,1751,1051,18
1110: 1693,610,1879,1892,1175,665,1800
1111: 1815,169,759,156,792,1100
1112: 1986,1802,1874
1113: 323,552,297,1164,99,1546,1581,299
1114: 191,2008,273,452,1560,1498,813
1115: 1801,1207,197,361,1909,146,1177
1116: 130,826,1567,1664,1828,656
1117: 1615,1627,1135,1555,993,1166,734
1118: 1317,1940,1930,186,719,1033,2019,1271,141,876
1119: 920,1831,781,292,673,17,1085,1524
1120: 1062,402,888,643,1898,1109,1751,18,1415,1672
1121: 1323,543,1812,1461,547,110,952
1979: 1882,1138,1619,224,1516,125,295,1571,230,685
1123: 661,1160,581,1865,1971
1124: 1356,1951,856,1565,996,1289,1552,1857
1125: 28,1537,1401,1709,516,362,1686
1126: 590,901,1236,1058,463,1300,704
1127: 1864,367,352,1445,754,1341,1218,1824
1128: 787,72,1237,1862,1278,47,88,939
1129: 1388,1746,1340,131,846,1592,2003,252
1988: 1760,1881,500,1588,647,687,1051,18,1415,1745,821
1131: 627,605,335,1613,489,983,459,1787
1132: 1241,794,30,312
1133: 1878,24,1925,928,1249,1939
1134: 1474,806,453,2000,1449,147,649
1135: 1762,1835,1555,1627,1117,993,1166,734
1136: 613,6,868,743,798
1137: 29,1853,509,495,448,637
1138: 1809,1362,1882,1979,1544,1619,224
1139: 225,398,1987,2003,252,1435,1592,1317,1940,1767
1140: 489,983,37,1787,1484,1825,1715
1141: 723,151,1767,1617,1030,97,1431,391
1142: 1,1947,1434,1384,635,1629,485,1353
1143: 1849,1263,1337,1653,171,1851,421
1144: 1994,1902,1044,144,1463,1730,92,41
1145: 653,394,1935,360,1091,1193,586,949
1146: 1489,1812,1461,789,120,1639,1325
1147: 85,1919,404,1512,1753,287,549,1468
1148: 1188,573,61,1446,255,1631,1801,1370,1207,197
1985: 1380,1017,1915,1157,74,1038,691,1288,809,145
1150: 1888,1416,137,1424,253,193,1766,694,1731
1151: 1279,1169,561,1226,1196,320,1040,1996,1813
1152: 1490,1277,1904,715,1874,199,777
1153: 1227,1460,713,1002,38,218,1827
1154: 979,538,470,652,1099,1652,551,824,921
1155: 1097,1393,1069,1582,897,1285,507,607,307,1512,1514
1156: 1376,1478,302,1225,696,1667,161,1769
1157: 1997,1915,74,691,1252,1288,809,1985
2003: 1987,1139,252,1388,1129,846,1592,1317
1159: 986,491,1591,924,1704,257
1160: 661,1123,1005,829,581,535
1161: 877,464,78,1205,771,1319,1037,822,887
1987: 225,1297,179,398,1139,2003,252,1435,1388
1163: 1762,1057,1835,1555,1983,1269,1692,518,1105,1821,663
1164: 1113,552,297,1355,584,1958,1546,1581
1165: 1948,820,721,546,76,57,1784,1206
1166: 993,1674,1516,1135,1835,1117,734,826,548
1167: 434,1047,990,1301,275,1243,473,2004,414,1784
1168: 1720,468,1603,228,390,512,599,156
1169: 1279,743,798,1151,561,1226,1040
1170: 1644,190,1712,143,39,960,1060,529
1171: 140,1658,602,1015,1824,1833
1172: 70,1066,475,637,1598,1683,1778,29,1853
1173: 1560,1373,1498,1729,980,1917
1174: 1228,1220,1003,702,1506,1700,739
1175: 698,1981,1568,610,1110,665,1946
1176: 1758,129,651,997
1177: 146,1486,1115,1207,457,1612,1975,942
1178: 1699,711,1022,633,1266,1543,1697,848
1179: 1527,1213,1536,190,1712,2020,431,2014,304,1060
1180: 314,95,1669,347,1384,154,415,485,1283,1353
1181: 293,1931,1598,1778,29
1182: 1641,1208,801,305,726,885,2012
1183: 860,1257,1639,1002,953,1325,915,292,1521,1455
1184: 1285,1437,507,298,554,897,1333
1185: 772,411,254,1732,710,1273,767
1186: 1961,206,513,1403,162
1187: 1676,958,662,1781,550,288,954,1696
1188: 1148,1344,573,1446,255,1631,873,385,261,457
1189: 1049,70,1053,201,1001,1853,448
1190: 1054,799,1974,265,1264,1245
1191: 1827,103,122,857,1002,915,673,17
1192: 200,2018,196,1363,149,857,68,1893,645,345,114,981
1193: 1814,755,586,1145,360,207,949
1194: 301,1447,498,814,1837,1108
1195: 108,2017,871,1034,1656,1764
1196: 972,1863,320,561,1151,1040,1996
1197: 406,288,954,2012,174,726,932,756
1198: 301,443,1447,1082,417,328,1998
1920: 1376,1478,1225,1797,170,1722,796
1200: 275,1243,1425,473,362,1686,855
1201: 612,1010,655,758,1495,845,399,407,289,1242
1202: 924,1320,683,937,1452,86,372
1862: 72,1128,1278,47,67,1402,939
1204: 1045,1351,886,1277,199,447
1205: 771,1319,1037,974,822,1296,1861,268,976,1161
1206: 1224,1462,1165,76,57,793
1207: 1801,1115,197,1148,573,1177,457,1612
1208: 1641,1182,1875,682,879,174,680,305,2012
1209: 1864,568,1011,504,1445,158
1210: 1361,183,77,1508,1230,963
1211: 1107,230,685,1953,128,303,829,1005
1212: 716,1026,1790,1609,1561,1284,1810,933
1213: 1527,279,1078,1179,1536,304,525
1214: 491,1792,441,537,1383,1649,1704,850,418
1215: 174,680,305,550,358,879,402,1871
1216: 77,624,1234,183
1921: 1519,1750,374,736,677,1231,701,1659,61,1756,895,229
1218: 1824,1503,1833,170,754,367,1127
1219: 308,416,469,1747,818,852,1517
1220: 1228,1174,1003,1614,1601,1023,423
1221: 695,1453,334,401,669,113,393,55
1222: 545,343,1366,847,1990,1406,965,1891,102
1223: 1716,676,1513,1324,825,1448,1548,1673
1224: 1039,1206,1462,76,1973,598
1225: 1376,1156,1920,161,1103,1769,1722,1444,1557
1226: 614,561,868,1334,1169,743,798,1151
1227: 1153,713,1002,218,880,1827,103
1228: 1174,1220,1003,423,1700,739,1050
1229: 1898,296,1541,1319,268,496,78
1230: 176,1508,428,735,1210,963,587,340
1231: 677,357,1525,701,1519,1921,736,895,229,215
1232: 748,966,817,111,564,1410,992,117
1233: 1885,1965,451,1583,1775,217,840
1234: 842,183,1027,27,624,1216
1235: 355,1870,1846,1018,837,828,1995,1315,1937
1236: 708,281,1542,25,901,1126,1058
1237: 787,1128,1278,1428,1073,88
1238: 154,957,415,1096,1809,270,314
1889: 1593,606,472,950,603,1063,1928
1240: 1634,58,1358,1071,1718,1696,354
1241: 1132,794,251,1927
1242: 407,524,289,369,1201,758,1495,1258,153,482
1243: 275,1200,473,855,2004,1167,990,1472,1301,1784
1244: 1966,396,1368,90,1814,755,869,1922,357,1525,617
1245: 1007,1637,1264,799,1190
1246: 1843,1632,1013,811,1689,1407,558,311
1247: 1699,711,1304,91,740,1929
1852: 630,1454,60,283,1029,560,945,462
1249: 928,1583,1878,1133,24,898,1885
1250: 1972,705,291,741,802,332,834
1251: 567,51,862,1522,480,628
1252: 1411,1331,98,1360,1502,1666,1997,1157,1288,910,1382
1253: 1272,1293,64,1609,1260,1309,1313,1261
1254: 1868,1471,1834,1795,1599,1681,1945,2013
1962: 1684,1064,1789,450,280,52,1886
1256: 434,1047,846,380,1930,186
1257: 860,1183,1639,789,1739,1460,1002
1258: 1075,1429,333,1554,758,407,369,1242
1259: 440,105,422
1260: 1877,208,46,1272,1253,1293,165
1261: 716,1026,1790,1309,1253,64,1609,210,592
1903: 600,1312,906,2020,1536,525,1719
1263: 1849,1143,336,1791,1851,214
1264: 1618,265,1974,1190,1245
1895: 896,286,1387,104,1588,1420,106,1680,1749
1266: 1338,33,633,1944,1543,235,1697,1178
1267: 1477,1923,321,591,1955,461
1268: 481,669,113,393,571
1269: 1692,148,518,1623,1983,557,1105,1821,1057,1163
1270: 1945,2013,949,309,221,1443,234
1271: 1431,1033,2019,195,1118,1940,1767,141,562,876,1526
1272: 1253,1293,676,1513,1877,1260,1313
1273: 1082,417,767,772,1185,1941
1274: 979,538,1000,1530,353
2016: 786,1012,795,1694,1073,408,88
1276: 422,463,1300,704,1986,715,1802
1277: 1904,1152,1874,199,1204,886
1278: 1128,1237,1862,478,1694,47,88
1279: 1169,798,808,56,1151,1040,1813
1978: 1531,361,893,1867,446,1801
1926: 1610,116,397,424,260,1339
1282: 75,1457,424,1587,589,264,1339
1283: 485,1353,95,1180,1095,1633,1328
1284: 1576,1561,1476,1810,1212,933,989,1808
1285: 1437,507,1184,554,897,943,233,1333,1097,1155,692
1286: 337,1409,819,594,514
1935: 653,1145,360,1091,1681,1436,1945,1795,1599
1288: 809,910,1382,145,1360,1997,1915,1157,1252,1985
1289: 517,392,1552,1356,1124,856,1730,1430,1994,144,1857
1290: 1626,204,14,1549,203,1728
1291: 1532,730,1563,1551,657,1059,1819,1433
1292: 832,1989,91,1296,1014,426,1037,822
1293: 1272,1253,64,1609,1260,165,800
1294: 15,1514,1515,1069,1582,1919,1512
